Graphe Graphe comprenant 42 noeuds et 861 aretes
  Noeud Noeud 33 (id 33) (donnees: (125.0, 30.0))
  Noeud Noeud 2 (id 2) (donnees: (133.0, 73.0))
  Noeud Noeud 3 (id 3) (donnees: (140.0, 70.0))
  Noeud Noeud 4 (id 4) (donnees: (142.0, 55.0))
  Noeud Noeud 5 (id 5) (donnees: (126.0, 53.0))
  Noeud Noeud 6 (id 6) (donnees: (125.0, 60.0))
  Noeud Noeud 39 (id 39) (donnees: (158.0, 61.0))
  Noeud Noeud 7 (id 7) (donnees: (119.0, 68.0))
  Noeud Noeud 8 (id 8) (donnees: (117.0, 74.0))
  Noeud Noeud 34 (id 34) (donnees: (135.0, 32.0))
  Noeud Noeud 9 (id 9) (donnees: (99.0, 83.0))
  Noeud Noeud 10 (id 10) (donnees: (73.0, 79.0))
  Noeud Noeud 11 (id 11) (donnees: (72.0, 91.0))
  Noeud Noeud 12 (id 12) (donnees: (37.0, 94.0))
  Noeud Noeud 40 (id 40) (donnees: (172.0, 82.0))
  Noeud Noeud 13 (id 13) (donnees: (6.0, 106.0))
  Noeud Noeud 14 (id 14) (donnees: (3.0, 97.0))
  Noeud Noeud 35 (id 35) (donnees: (147.0, 18.0))
  Noeud Noeud 15 (id 15) (donnees: (21.0, 82.0))
  Noeud Noeud 16 (id 16) (donnees: (33.0, 67.0))
  Noeud Noeud 17 (id 17) (donnees: (4.0, 66.0))
  Noeud Noeud 18 (id 18) (donnees: (3.0, 42.0))
  Noeud Noeud 41 (id 41) (donnees: (174.0, 87.0))
  Noeud Noeud 19 (id 19) (donnees: (27.0, 33.0))
  Noeud Noeud 20 (id 20) (donnees: (52.0, 41.0))
  Noeud Noeud 36 (id 36) (donnees: (147.5, 36.0))
  Noeud Noeud 21 (id 21) (donnees: (57.0, 59.0))
  Noeud Noeud 0 (id 0) (donnees: (170.0, 85.0))
  Noeud Noeud 23 (id 23) (donnees: (88.0, 65.0))
  Noeud Noeud 24 (id 24) (donnees: (99.0, 67.0))
  Noeud Noeud 25 (id 25) (donnees: (95.0, 55.0))
  Noeud Noeud 26 (id 26) (donnees: (89.0, 55.0))
  Noeud Noeud 37 (id 37) (donnees: (154.5, 45.0))
  Noeud Noeud 27 (id 27) (donnees: (83.0, 38.0))
  Noeud Noeud 28 (id 28) (donnees: (85.0, 25.0))
  Noeud Noeud 32 (id 32) (donnees: (113.0, 13.0))
  Noeud Noeud 38 (id 38) (donnees: (157.0, 54.0))
  Noeud Noeud 29 (id 29) (donnees: (104.0, 35.0))
  Noeud Noeud 30 (id 30) (donnees: (112.0, 37.0))
  Noeud Noeud 31 (id 31) (donnees: (112.0, 24.0))
  Noeud Noeud 1 (id 1) (donnees: (166.0, 88.0))
  Noeud Noeud 22 (id 22) (donnees: (58.0, 66.0))
  Arete 464 (poids : 60) (noeuds : Noeud Noeud 20 (id 20) (donnees: (52.0, 41.0)), Noeud Noeud 30 (id 30) (donnees: (112.0, 37.0)))
  Arete 793 (poids : 64) (noeuds : Noeud Noeud 21 (id 21) (donnees: (57.0, 59.0)), Noeud Noeud 30 (id 30) (donnees: (112.0, 37.0)))
  Arete 165 (poids : 66) (noeuds : Noeud Noeud 30 (id 30) (donnees: (112.0, 37.0)), Noeud Noeud 22 (id 22) (donnees: (58.0, 66.0)))
  Arete 689 (poids : 97) (noeuds : Noeud Noeud 5 (id 5) (donnees: (126.0, 53.0)), Noeud Noeud 16 (id 16) (donnees: (33.0, 67.0)))
  Arete 690 (poids : 44) (noeuds : Noeud Noeud 2 (id 2) (donnees: (133.0, 73.0)), Noeud Noeud 25 (id 25) (donnees: (95.0, 55.0)))
  Arete 691 (poids : 139) (noeuds : Noeud Noeud 19 (id 19) (donnees: (27.0, 33.0)), Noeud Noeud 38 (id 38) (donnees: (157.0, 54.0)))
  Arete 69 (poids : 29) (noeuds : Noeud Noeud 28 (id 28) (donnees: (85.0, 25.0)), Noeud Noeud 32 (id 32) (donnees: (113.0, 13.0)))
  Arete 2 (poids : 159) (noeuds : Noeud Noeud 18 (id 18) (donnees: (3.0, 42.0)), Noeud Noeud 37 (id 37) (donnees: (154.5, 45.0)))
  Arete 692 (poids : 105) (noeuds : Noeud Noeud 7 (id 7) (donnees: (119.0, 68.0)), Noeud Noeud 19 (id 19) (donnees: (27.0, 33.0)))
  Arete 693 (poids : 140) (noeuds : Noeud Noeud 4 (id 4) (donnees: (142.0, 55.0)), Noeud Noeud 18 (id 18) (donnees: (3.0, 42.0)))
  Arete 647 (poids : 164) (noeuds : Noeud Noeud 19 (id 19) (donnees: (27.0, 33.0)), Noeud Noeud 0 (id 0) (donnees: (170.0, 85.0)))
  Arete 694 (poids : 42) (noeuds : Noeud Noeud 4 (id 4) (donnees: (142.0, 55.0)), Noeud Noeud 35 (id 35) (donnees: (147.0, 18.0)))
  Arete 438 (poids : 50) (noeuds : Noeud Noeud 38 (id 38) (donnees: (157.0, 54.0)), Noeud Noeud 30 (id 30) (donnees: (112.0, 37.0)))
  Arete 695 (poids : 146) (noeuds : Noeud Noeud 34 (id 34) (donnees: (135.0, 32.0)), Noeud Noeud 17 (id 17) (donnees: (4.0, 66.0)))
  Arete 90 (poids : 36) (noeuds : Noeud Noeud 21 (id 21) (donnees: (57.0, 59.0)), Noeud Noeud 25 (id 25) (donnees: (95.0, 55.0)))
  Arete 696 (poids : 51) (noeuds : Noeud Noeud 3 (id 3) (donnees: (140.0, 70.0)), Noeud Noeud 29 (id 29) (donnees: (104.0, 35.0)))
  Arete 697 (poids : 63) (noeuds : Noeud Noeud 3 (id 3) (donnees: (140.0, 70.0)), Noeud Noeud 32 (id 32) (donnees: (113.0, 13.0)))
  Arete 3 (poids : 93) (noeuds : Noeud Noeud 16 (id 16) (donnees: (33.0, 67.0)), Noeud Noeud 30 (id 30) (donnees: (112.0, 37.0)))
  Arete 698 (poids : 108) (noeuds : Noeud Noeud 18 (id 18) (donnees: (3.0, 42.0)), Noeud Noeud 30 (id 30) (donnees: (112.0, 37.0)))
  Arete 366 (poids : 22) (noeuds : Noeud Noeud 18 (id 18) (donnees: (3.0, 42.0)), Noeud Noeud 19 (id 19) (donnees: (27.0, 33.0)))
  Arete 699 (poids : 42) (noeuds : Noeud Noeud 33 (id 33) (donnees: (125.0, 30.0)), Noeud Noeud 25 (id 25) (donnees: (95.0, 55.0)))
  Arete 648 (poids : 64) (noeuds : Noeud Noeud 11 (id 11) (donnees: (72.0, 91.0)), Noeud Noeud 20 (id 20) (donnees: (52.0, 41.0)))
  Arete 700 (poids : 69) (noeuds : Noeud Noeud 18 (id 18) (donnees: (3.0, 42.0)), Noeud Noeud 22 (id 22) (donnees: (58.0, 66.0)))
  Arete 701 (poids : 126) (noeuds : Noeud Noeud 6 (id 6) (donnees: (125.0, 60.0)), Noeud Noeud 18 (id 18) (donnees: (3.0, 42.0)))
  Arete 91 (poids : 110) (noeuds : Noeud Noeud 11 (id 11) (donnees: (72.0, 91.0)), Noeud Noeud 35 (id 35) (donnees: (147.0, 18.0)))
  Arete 702 (poids : 71) (noeuds : Noeud Noeud 3 (id 3) (donnees: (140.0, 70.0)), Noeud Noeud 11 (id 11) (donnees: (72.0, 91.0)))
  Arete 703 (poids : 75) (noeuds : Noeud Noeud 9 (id 9) (donnees: (99.0, 83.0)), Noeud Noeud 32 (id 32) (donnees: (113.0, 13.0)))
  Arete 4 (poids : 150) (noeuds : Noeud Noeud 14 (id 14) (donnees: (3.0, 97.0)), Noeud Noeud 31 (id 31) (donnees: (112.0, 24.0)))
  Arete 704 (poids : 63) (noeuds : Noeud Noeud 9 (id 9) (donnees: (99.0, 83.0)), Noeud Noeud 12 (id 12) (donnees: (37.0, 94.0)))
  Arete 617 (poids : 49) (noeuds : Noeud Noeud 19 (id 19) (donnees: (27.0, 33.0)), Noeud Noeud 21 (id 21) (donnees: (57.0, 59.0)))
  Arete 705 (poids : 134) (noeuds : Noeud Noeud 12 (id 12) (donnees: (37.0, 94.0)), Noeud Noeud 38 (id 38) (donnees: (157.0, 54.0)))
  Arete 318 (poids : 151) (noeuds : Noeud Noeud 15 (id 15) (donnees: (21.0, 82.0)), Noeud Noeud 37 (id 37) (donnees: (154.5, 45.0)))
  Arete 600 (poids : 72) (noeuds : Noeud Noeud 37 (id 37) (donnees: (154.5, 45.0)), Noeud Noeud 28 (id 28) (donnees: (85.0, 25.0)))
  Arete 706 (poids : 174) (noeuds : Noeud Noeud 17 (id 17) (donnees: (4.0, 66.0)), Noeud Noeud 0 (id 0) (donnees: (170.0, 85.0)))
  Arete 707 (poids : 155) (noeuds : Noeud Noeud 13 (id 13) (donnees: (6.0, 106.0)), Noeud Noeud 31 (id 31) (donnees: (112.0, 24.0)))
  Arete 92 (poids : 139) (noeuds : Noeud Noeud 20 (id 20) (donnees: (52.0, 41.0)), Noeud Noeud 1 (id 1) (donnees: (166.0, 88.0)))
  Arete 852 (poids : 181) (noeuds : Noeud Noeud 13 (id 13) (donnees: (6.0, 106.0)), Noeud Noeud 0 (id 0) (donnees: (170.0, 85.0)))
  Arete 708 (poids : 34) (noeuds : Noeud Noeud 10 (id 10) (donnees: (73.0, 79.0)), Noeud Noeud 21 (id 21) (donnees: (57.0, 59.0)))
  Arete 709 (poids : 30) (noeuds : Noeud Noeud 5 (id 5) (donnees: (126.0, 53.0)), Noeud Noeud 29 (id 29) (donnees: (104.0, 35.0)))
  Arete 5 (poids : 50) (noeuds : Noeud Noeud 4 (id 4) (donnees: (142.0, 55.0)), Noeud Noeud 31 (id 31) (donnees: (112.0, 24.0)))
  Arete 710 (poids : 126) (noeuds : Noeud Noeud 16 (id 16) (donnees: (33.0, 67.0)), Noeud Noeud 36 (id 36) (donnees: (147.5, 36.0)))
  Arete 711 (poids : 111) (noeuds : Noeud Noeud 0 (id 0) (donnees: (170.0, 85.0)), Noeud Noeud 28 (id 28) (donnees: (85.0, 25.0)))
  Arete 832 (poids : 85) (noeuds : Noeud Noeud 18 (id 18) (donnees: (3.0, 42.0)), Noeud Noeud 28 (id 28) (donnees: (85.0, 25.0)))
  Arete 712 (poids : 85) (noeuds : Noeud Noeud 30 (id 30) (donnees: (112.0, 37.0)), Noeud Noeud 1 (id 1) (donnees: (166.0, 88.0)))
  Arete 713 (poids : 91) (noeuds : Noeud Noeud 18 (id 18) (donnees: (3.0, 42.0)), Noeud Noeud 26 (id 26) (donnees: (89.0, 55.0)))
  Arete 93 (poids : 98) (noeuds : Noeud Noeud 17 (id 17) (donnees: (4.0, 66.0)), Noeud Noeud 25 (id 25) (donnees: (95.0, 55.0)))
  Arete 714 (poids : 87) (noeuds : Noeud Noeud 19 (id 19) (donnees: (27.0, 33.0)), Noeud Noeud 24 (id 24) (donnees: (99.0, 67.0)))
  Arete 715 (poids : 46) (noeuds : Noeud Noeud 4 (id 4) (donnees: (142.0, 55.0)), Noeud Noeud 29 (id 29) (donnees: (104.0, 35.0)))
