Graphe Graphe comprenant 29 noeuds et 406 aretes
  Noeud Noeud 5 (id 5) (donnees: (1030.0, 2070.0))
  Noeud Noeud 6 (id 6) (donnees: (1650.0, 650.0))
  Noeud Noeud 7 (id 7) (donnees: (1490.0, 1630.0))
  Noeud Noeud 8 (id 8) (donnees: (790.0, 2260.0))
  Noeud Noeud 9 (id 9) (donnees: (710.0, 1310.0))
  Noeud Noeud 10 (id 10) (donnees: (840.0, 550.0))
  Noeud Noeud 11 (id 11) (donnees: (1170.0, 2300.0))
  Noeud Noeud 12 (id 12) (donnees: (970.0, 1340.0))
  Noeud Noeud 13 (id 13) (donnees: (510.0, 700.0))
  Noeud Noeud 14 (id 14) (donnees: (750.0, 900.0))
  Noeud Noeud 15 (id 15) (donnees: (1280.0, 1200.0))
  Noeud Noeud 16 (id 16) (donnees: (230.0, 590.0))
  Noeud Noeud 17 (id 17) (donnees: (460.0, 860.0))
  Noeud Noeud 18 (id 18) (donnees: (1040.0, 950.0))
  Noeud Noeud 19 (id 19) (donnees: (590.0, 1390.0))
  Noeud Noeud 20 (id 20) (donnees: (830.0, 1770.0))
  Noeud Noeud 21 (id 21) (donnees: (490.0, 500.0))
  Noeud Noeud 22 (id 22) (donnees: (1840.0, 1240.0))
  Noeud Noeud 0 (id 0) (donnees: (1150.0, 1760.0))
  Noeud Noeud 23 (id 23) (donnees: (1260.0, 1500.0))
  Noeud Noeud 24 (id 24) (donnees: (1280.0, 790.0))
  Noeud Noeud 25 (id 25) (donnees: (490.0, 2130.0))
  Noeud Noeud 26 (id 26) (donnees: (1460.0, 1420.0))
  Noeud Noeud 27 (id 27) (donnees: (1260.0, 1910.0))
  Noeud Noeud 28 (id 28) (donnees: (360.0, 1980.0))
  Noeud Noeud 1 (id 1) (donnees: (630.0, 1660.0))
  Noeud Noeud 2 (id 2) (donnees: (40.0, 2090.0))
  Noeud Noeud 3 (id 3) (donnees: (750.0, 1100.0))
  Noeud Noeud 4 (id 4) (donnees: (750.0, 2030.0))
  Arete 102 (poids : 160) (noeuds : 8, 19)
  Arete 103 (poids : 220) (noeuds : 19, 22)
  Arete 104 (poids : 139) (noeuds : 9, 24)
  Arete 105 (poids : 98) (noeuds : 5, 25)
  Arete 106 (poids : 200) (noeuds : 7, 25)
  Arete 107 (poids : 243) (noeuds : 11, 18)
  Arete 108 (poids : 86) (noeuds : 12, 14)
  Arete 109 (poids : 190) (noeuds : 15, 21)
  Arete 110 (poids : 36) (noeuds : 13, 21)
  Arete 111 (poids : 238) (noeuds : 21, 26)
  Arete 112 (poids : 143) (noeuds : 10, 15)
  Arete 113 (poids : 152) (noeuds : 0, 22)
  Arete 114 (poids : 95) (noeuds : 0, 11)
  Arete 115 (poids : 127) (noeuds : 13, 19)
  Arete 116 (poids : 279) (noeuds : 5, 6)
  Arete 117 (poids : 245) (noeuds : 4, 13)
  Arete 118 (poids : 261) (noeuds : 16, 26)
  Arete 119 (poids : 210) (noeuds : 7, 28)
  Arete 120 (poids : 267) (noeuds : 2, 13)
  Arete 121 (poids : 122) (noeuds : 6, 18)
  Arete 122 (poids : 195) (noeuds : 9, 11)
  Arete 123 (poids : 111) (noeuds : 0, 8)
  Arete 124 (poids : 176) (noeuds : 1, 13)
  Arete 125 (poids : 168) (noeuds : 0, 14)
  Arete 126 (poids : 160) (noeuds : 2, 19)
  Arete 127 (poids : 105) (noeuds : 17, 18)
  Arete 128 (poids : 136) (noeuds : 0, 25)
  Arete 129 (poids : 128) (noeuds : 15, 20)
  Arete 130 (poids : 227) (noeuds : 7, 10)
  Arete 131 (poids : 259) (noeuds : 8, 17)
  Arete 132 (poids : 148) (noeuds : 1, 17)
  Arete 133 (poids : 130) (noeuds : 22, 24)
  Arete 134 (poids : 204) (noeuds : 17, 28)
  Arete 135 (poids : 100) (noeuds : 17, 19)
  Arete 136 (poids : 275) (noeuds : 4, 16)
  Arete 137 (poids : 162) (noeuds : 5, 15)
  Arete 138 (poids : 121) (noeuds : 7, 20)
  Arete 139 (poids : 209) (noeuds : 6, 21)
  Arete 140 (poids : 204) (noeuds : 1, 16)
  Arete 141 (poids : 91) (noeuds : 14, 21)
  Arete 142 (poids : 195) (noeuds : 20, 24)
  Arete 143 (poids : 145) (noeuds : 0, 28)
  Arete 144 (poids : 88) (noeuds : 10, 17)
